Asset #,Asset Description,Category Description,Sub-Category Description,Status Description,Site,Building,Location,Account Description,Location Description,Manufacturer Name,Model Number,Manufacturer Serial Number,Date Accepted,Cost Basis,Warranty End Date,
1057122,Pulse CO-Oximeter,Pulse CO-Oximeter,Pulse CO-Oximeter,Active,BH,BH,4N,Bridgepoint,4th Floor - North Side,MASIMO,Radical-7,1000189605,6-10-20 12:00 AM,2774.00,6-10-21 12:00 AM,
1057123,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,MSH,MSH,16M,Mother & Baby,16th Floor - Murray Side,MASIMO,Root,2000082128,6-10-20 12:00 AM,,6-10-21 12:00 AM,
1057124,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,MSH,MSH,16M,Mother & Baby,16th Floor - Murray Side,MASIMO,Root,20000125804,6-10-20 12:00 AM,,6-10-21 12:00 AM,
1057125,Pulse CO-Oximeter,Pulse CO-Oximeter,Pulse CO-Oximeter,Active,MSH,MSH,16M,Mother & Baby,16th Floor - Murray Side,MASIMO,Radical-7,1000189551,6-10-20 12:00 AM,2774.00,6-10-21 12:00 AM,
1057130,Ophthalmoscope/Otoscopes,Ophthalmoscope/Otoscopes,Ophthalmoscope/Otoscopes,Active,MSH,MSH,3,Emergency,ED Tr. Airborne,Amico,DS-UDM-2,DS11488HG,10-27-20 12:00 AM,,10-27-21 12:00 AM,
1057131,Ophthalmoscope/Otoscopes,Ophthalmoscope/Otoscopes,Ophthalmoscope/Otoscopes,Active,MSH,MSH,3,Emergency,ED Behavioral ,Amico,DS-UDM-2,DS11406GG,10-27-20 12:00 AM,,10-27-21 12:00 AM,
1057132,Ophthalmoscope/Otoscopes,Ophthalmoscope/Otoscopes,Ophthalmoscope/Otoscopes,Active,MSH,MSH,3,Emergency,ED Behavioral,Amico,DS-UDM-2,DS11479HG,10-27-20 12:00 AM,,10-27-21 12:00 AM,
1057133,"Tables, Operating",Tables,"Tables, Operating",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),O.R,Mizuho OSI,HANA - 5875,2020-3159,10-27-20 12:00 AM,,,
1057137,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746576,6-1-20 12:00 AM,1180.00,10-28-21 12:00 AM,
1057139,Air Mattress Pump,Air Mattress,Air Mattress,Active,MSH,MSH,12S,Biomedical Engineering,Loaner,STRYKER CORP,AIR+,2019021303436,10-16-20 12:00 AM,,,
1057148,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746567,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057149,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746568,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057150,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746569,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057151,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746570,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057152,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746571,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057153,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746573,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057154,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746574,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057155,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746599,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057156,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746613,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057157,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746614,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057158,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746580,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057159,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746581,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057160,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746592,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057161,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746594,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057162,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746595,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057163,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746596,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057164,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746609,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057165,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746610,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057166,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746611,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057167,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746612,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057168,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746572,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057169,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746575,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057170,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746579,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057171,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746583,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057172,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746584,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057173,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746585,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057174,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746586,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057175,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746587,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057176,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746597,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057177,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746577,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057178,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746588,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057179,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746589,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057180,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746590,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057181,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746591,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057182,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746602,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057183,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746603,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057184,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746604,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057185,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746606,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057186,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746608,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057187,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746578,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057188,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746582,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057189,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746593,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057190,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746598,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057191,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746600,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057192,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746601,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057193,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746605,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057194,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746607,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057195,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746615,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057196,Access Point,Network Equipment,Access Point,Active,MSH,MSH,1,Biomedical Engineering,Biomedical Eng.,Philips Healthcare,ITS4852A,US51746616,6-1-20 12:00 AM,1180.00,6-1-21 12:00 AM,
1057216,"Monitoring Systems, Measurement Server Extension",Monitoring Systems,Monitoring Systems,Active,MSH,MSH,1,Biomedical Engineering,1st Floor,Philips Healthcare,M SERIES ,DE34704465,1-1-05 12:00 AM,,,
1057221,"Physiologic Monitor Modules, Exhaled Carbon Dioxide",Physiologic Monitor Modules,"Physiologic Monitor Modules, Exhaled Carbon Dioxide",Active,MSH,MSH,1,Biomedical Engineering,BIOMED SPARE,Philips Healthcare,M3015A - CO2 MMS,DE13872030,5-30-13 12:00 AM,,,
1057278,Pulse CO-Oximeter,Pulse CO-Oximeter,Pulse CO-Oximeter,Active,MSH,MSH,15M,Nursing 15 Murray/Antenatal,15th Floor - Murray Side,MASIMO,Radical-7,1000189635,6-10-20 12:00 AM,2774.00,6-10-21 12:00 AM,
1057279,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,MSH,MSH,16M,Mother & Baby,16th Floor - Murray Side,MASIMO,Root,2000173112,6-10-20 12:00 AM,,6-10-21 12:00 AM,
1057280,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,MSH,MSH,1,16N Med/Surg Temp Surge,1st Floor,MASIMO,Root,2000081923,6-10-20 12:00 AM,,6-10-21 12:00 AM,
1057281,Pulse CO-Oximeter,Pulse CO-Oximeter,Pulse CO-Oximeter,Active,BH,BH,CSR,Bridgepoint,Basement (CSR),MASIMO,Radical-7,1000189758,6-10-20 12:00 AM,2774.00,6-10-21 12:00 AM,
1057282,Pulse CO-Oximeter,Pulse CO-Oximeter,Pulse CO-Oximeter,Active,MSH,MSH,16M,Mother & Baby,16th Floor - Murray Side,MASIMO,Radical-7,1000189742,6-10-20 12:00 AM,2774.00,6-10-21 12:00 AM,
1057283,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,MSH,MSH,16M,Mother & Baby,16th Floor - Murray Side,MASIMO,Root,2000081912,6-10-20 12:00 AM,,6-10-21 12:00 AM,
1057284,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,MSH,MSH,17U,PNAC,17th PNAC ,MASIMO,Root,2000082010,6-10-20 12:00 AM,,6-10-21 12:00 AM,
1057285,Pulse CO-Oximeter,Pulse CO-Oximeter,Pulse CO-Oximeter,Active,MSH,MSH,17U,PNAC,17th PNAC,MASIMO,Radical-7,1000189673,6-10-20 12:00 AM,2774.00,6-10-21 12:00 AM,
1057286,Pulse CO-Oximeter,Pulse CO-Oximeter,Pulse CO-Oximeter,Active,MSH,60MURR,4,Family Practice Clinic,4th Floor - ROOM 10,MASIMO,Radical-7,1000189497,6-10-20 12:00 AM,2774.00,6-10-21 12:00 AM,
1057287,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,CSR,Bridgepoint,Basement (CSR),MASIMO,Root,2000082129,6-10-20 12:00 AM,,6-10-21 12:00 AM,
1057288,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,CSR,Bridgepoint,Basement (CSR),MASIMO,Root,2000082122,6-10-20 12:00 AM,,6-10-21 12:00 AM,
1057289,Pulse CO-Oximeter,Pulse CO-Oximeter,Pulse CO-Oximeter,Active,BH,BH,CSR,Bridgepoint,Basement (CSR),MASIMO,Radical-7,1000189638,6-10-20 12:00 AM,2774.00,6-10-21 12:00 AM,
1057290,Pulse CO-Oximeter,Pulse CO-Oximeter,Pulse CO-Oximeter,Active,MSH,MSH,15M,Nursing 15 Murray/Antenatal,15th Floor - Murray Side,MASIMO,Radical-7,1000189703,6-10-20 12:00 AM,2774.00,6-10-21 12:00 AM,
1057291,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,MSH,MSH,15M,Nursing 15 Murray/Antenatal,15th Floor - Murray Side,MASIMO,Root,2000081904,6-10-20 12:00 AM,,6-10-21 12:00 AM,
1057292,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,MSH,60MURR,4,Family Practice Clinic,4th Floor - ROOM 10,MASIMO,Root,2000082120,6-10-20 12:00 AM,,6-10-21 12:00 AM,
1057293,Pulse CO-Oximeter,Pulse CO-Oximeter,Pulse CO-Oximeter,Active,BH,BH,6N,Bridgepoint,6th Floor - North Side,MASIMO,Radical-7,1000189648,6-10-20 12:00 AM,2774.00,6-10-21 12:00 AM,
1057302,Ultrasound,Scanning Systems,"Scanning Systems, Ultrasonic",Active,MSH,OPG,3rd Floor,Special Pregnancy Program-Fetal,SPP-HALL-C (Old Probe room),GE Healthcare,H48701XT - Voluson E10,E76626,12-4-20 12:00 AM,0.00,12-4-21 12:00 AM,
1057303,"Monitors, Physiologic, Multipurpose, Bedside","Monitors, Physiologic","Monitors, Physiologic, Multipurpose, Bedside",Active,MSH,MSH,3,Emergency,Emergency,Philips Healthcare,866064 - MX500,DE671R1894,10-1-20 12:00 AM,,10-1-21 12:00 AM,
1057304,"Monitors, Physiologic, Patient Transport","Monitors, Physiologic","Monitors, Physiologic, Patient Transport",Active,MSH,MSH,3,Emergency,Emergency,Philips Healthcare,867030 - X3,DE694F4634,10-1-20 12:00 AM,,10-1-21 12:00 AM,
1057346,"Lasers, Argon, Ophthalmic",Lasers,"Lasers, Argon, Ophthalmic",Active,MSH,MSH,16M,Ophthalmology Clinic,After-Hours & Weekend Clinic,IRIDEX,Oculight-GL,GL41515C,11-1-18 12:00 AM,,,
1057349,"Thermometers, Electronic, Infrared, Ear",Thermometers,"Thermometers, Electronic, Infrared, Ear",Active,MSH,MSH,3,Emergency,Assessment Centre ,Cardinal Health Canada Inc,Genius 3,N19867655 ,11-9-20 12:00 AM,,11-9-23 12:00 AM,
1057350,"Thermometers, Electronic, Infrared, Ear",Thermometers,"Thermometers, Electronic, Infrared, Ear",Active,MSH,MSH,9,Nursing 9S Psychiatry,9th Floor,Cardinal Health Canada Inc,Genius 3,N19867574,11-9-20 12:00 AM,,11-9-23 12:00 AM,
1057351,"Thermometers, Electronic, Infrared, Ear",Thermometers,"Thermometers, Electronic, Infrared, Ear",Active,MSH,MSH,3,COVID-19 Assessment Centre (CAC),Assessment Centre ,Cardinal Health Canada Inc,Genius 3,N19836226,11-9-20 12:00 AM,,11-9-23 12:00 AM,
1057376,CPAP W/Humidifer,VPAP W/Humidifer,VPAP W/Humidifer,Active,MSH,MSH,1,Respiratory Therapy,1st Floor,Resmed,37028-Air10 ,23202286552,6-22-12 12:00 AM,7329.00,11-11-21 12:00 AM,
1057377,CPAP W/Humidifer,VPAP W/Humidifer,VPAP W/Humidifer,Active,MSH,MSH,1,Respiratory Therapy,1st Floor,Resmed,37028-Air10 ,23202286541,6-22-12 12:00 AM,7329.00,11-11-21 12:00 AM,
1057383,"Image Digitization Systems, Computed Radiography",Image Digitization Systems,"Image Digitization Systems, Computed Radiography",Active,MSH,MSH,5,JDMI - Ambulatory Radiology,MSH 525-2 CR ROOM,Carestream,CR850,0,11-10-20 12:00 AM,,,
1057384,"Image Digitization Systems, Computed Radiography",Image Digitization Systems,"Image Digitization Systems, Computed Radiography",Active,MSH,MSH,5,JDMI - Ambulatory Radiology,5,Carestream,CR850,0,11-10-20 12:00 AM,,,
1057388,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,15926412,5-11-20 12:00 AM,1200.00,11-12-21 12:00 AM,
1057389,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,15581800,5-11-20 12:00 AM,1200.00,11-12-21 12:00 AM,
1057390,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,15926424,5-11-20 12:00 AM,1200.00,11-12-21 12:00 AM,
1057391,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,15926484,5-11-20 12:00 AM,1200.00,11-12-21 12:00 AM,
1057392,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,15926482,5-11-20 12:00 AM,1200.00,11-12-21 12:00 AM,
1057393,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,15926476,5-11-20 12:00 AM,1200.00,11-12-21 12:00 AM,
1057397,Electromyographs,Electromyographs,Electromyographs,Active,MSH,OPG,8th Floor,Urogynaecology-OPG,OPG-8th Floor ,"LABORIE,R. SURGICAL",GBH001,GHUB-5-16073191,11-12-20 12:00 AM,,,
1057411,"Thermometers, Electronic",Thermometers,"Thermometers, Electronic",Active,MSH,MSH,3,Emergency,3rd (Main) Floor,Welch Allyn,Sure Temp Plus 901053,21-20368070,3-13-20 12:00 AM,,11-16-22 12:00 AM,
1057452,"Transducer, Fetal Monitoring",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2736A,DE433C4198,8-11-17 12:00 AM,,,
1057453,"Transducer, Fetal Monitoring",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2736A,DE43387870,8-11-17 12:00 AM,,,
1057470,"THERMOMETERS, INFRARED, EAR",Thermometers,"THERMOMETERS, INFRARED, EAR",Active,MSH,MSH,3,Emergency,EMERGENCY,MASIMO,TIR-1,1241220340025868,9-16-20 12:00 AM,,9-16-21 12:00 AM,
1057471,"THERMOMETERS, INFRARED, EAR",Thermometers,"THERMOMETERS, INFRARED, EAR",Active,MSH,MSH,3,Emergency,EMERGENCY,MASIMO,TIR-1,1241220340025879,9-16-20 12:00 AM,,9-16-21 12:00 AM,
1057477,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE433E5972,9-15-15 12:00 AM,,,
1057483,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE43226470,9-15-15 12:00 AM,,,
1057484,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE52510790,9-15-15 12:00 AM,,,
1057494,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE43226554,9-15-15 12:00 AM,,,
1057495,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE43226447,9-15-15 12:00 AM,,,
1057497,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE43226495,9-15-15 12:00 AM,,,
1057498,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE43226472,9-15-15 12:00 AM,,,
1057499,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE43126504,9-15-15 12:00 AM,,,
1057502,"Transducer, Fetal Monitoring",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2736A,DE433B7818,8-11-17 12:00 AM,,12-11-19 12:00 AM,
1057505,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE01823671,9-15-15 12:00 AM,,,
1057506,"Monitors, Physiologic, Patient Transport","Monitors, Physiologic","Monitors, Physiologic, Patient Transport",Active,MSH,MSH,3,Emergency,Emergency,Philips Healthcare,867030 - X3,DE694F8996,11-24-20 12:00 AM,,11-24-21 12:00 AM,
1057511,"Electrosurgical Units, Monopolar/Bipolar",Electrosurgical Units,"Electrosurgical Units, Monopolar/Bipolar",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 11,Valleylab Covidien Div Covidien (US),FT-10,T0D40979DX,11-24-20 12:00 AM,,12-24-21 12:00 AM,
